Gender,Age,Region,Parental_Education,Family_Income,Distance_from_School,Internet_Access,Absences,Failures,Study_Time_Category,G1,G2,G3,Family_Support,School_Support,Activities,Dropout_Risk
Male,16,Urban,Primary,5000,7.9,Yes,5,0,3,4,8,12,No,Yes,No,Low
Female,16,Urban,Higher,17276,6.8,Yes,10,0,2,9,7,17,Yes,Yes,No,Low
Female,18,Rural,Secondary,24691,2.2,Yes,6,1,1,16,7,16,Yes,Yes,Yes,Low
Female,19,Urban,Secondary,32641,6.3,Yes,6,2,3,5,10,0,Yes,Yes,Yes,High
Male,15,Urban,None,48893,5.5,No,2,1,2,9,17,14,Yes,No,No,Low
Male,19,Urban,Secondary,60563,2.3,Yes,4,2,2,15,16,3,Yes,Yes,Yes,Medium
Male,18,Rural,Secondary,34084,0.8,No,9,0,2,9,5,1,Yes,Yes,No,Medium
Female,15,Urban,None,33084,0.5,Yes,6,0,3,3,1,18,Yes,Yes,No,
Male,15,Rural,None,22644,4.1,Yes,2,0,4,1,0,7,Yes,Yes,Yes,Low
Female,19,Rural,Higher,5000,4.8,Yes,5,0,1,0,9,15,Yes,No,Yes,Low
Female,17,Urban,Primary,20913,6.5,No,6,1,2,2,7,7,No,No,Yes,Medium
Male,16,Urban,Secondary,26917,7.5,Yes,4,2,1,12,15,9,Yes,Yes,Yes,Medium
Female,17,Urban,Secondary,44630,3.8,No,8,0,3,11,13,15,Yes,Yes,No,Low
Male,19,Rural,Higher,37792,4.8,No,5,0,2,0,15,4,Yes,Yes,No,Medium
Female,16,Rural,Higher,33323,2.7,Yes,2,0,2,20,13,18,Yes,Yes,Yes,Low
Male,17,Rural,Higher,21287,5.3,Yes,3,2,1,9,6,5,Yes,No,No,High
Female,16,Urban,Primary,5000,7.9,No,7,0,2,5,17,9,Yes,Yes,Yes,Low
Female,15,Urban,Higher,5000,5.3,Yes,4,0,2,8,19,4,Yes,No,No,Low
Female,17,Urban,Primary,5043,8.5,Yes,5,0,3,0,8,20,No,No,Yes,Low
Female,16,Rural,Secondary,25619,7.9,Yes,6,0,2,11,3,18,Yes,Yes,Yes,Low
Female,16,Urban,Secondary,44910,9.4,No,11,1,3,4,15,18,Yes,No,No,Low
Female,16,Urban,None,44505,5.4,Yes,7,3,2,0,10,12,Yes,No,No,High
Female,17,Urban,Higher,41905,3.4,No,7,0,2,1,8,14,Yes,Yes,Yes,Low
Female,18,Urban,None,22273,6.9,Yes,8,0,2,13,16,7,Yes,No,Yes,Low
Male,17,Urban,Secondary,47163,3.9,Yes,5,2,3,1,10,10,Yes,No,Yes,Medium
Female,19,Urban,Secondary,16033,6.8,Yes,11,2,2,4,19,0,Yes,Yes,Yes,High
Female,17,Urban,Secondary,42800,3.0,Yes,7,0,3,9,2,3,Yes,No,Yes,Low
Female,16,Urban,Primary,5000,2.5,No,3,0,2,19,20,12,Yes,No,No,Low
Male,15,Rural,Secondary,12343,8.6,No,6,3,1,5,10,6,Yes,Yes,No,High
Female,17,Rural,Higher,54789,2.0,No,3,0,1,4,7,6,Yes,Yes,No,Medium
Male,17,Urban,Primary,26942,8.1,No,4,2,2,1,9,5,Yes,No,Yes,High
Female,16,Rural,Secondary,19785,6.8,Yes,5,0,1,8,5,7,Yes,Yes,No,Medium
Male,15,Urban,Primary,46541,5.3,Yes,11,0,1,9,16,11,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,48260,0.5,Yes,5,0,2,7,5,17,Yes,Yes,Yes,Low
Female,19,Rural,Higher,23500,9.5,No,3,2,3,5,6,14,Yes,Yes,No,Medium
Male,17,Rural,Secondary,34176,2.2,Yes,5,3,3,4,12,15,Yes,No,Yes,High
Female,15,Rural,Secondary,32053,7.9,No,7,0,2,20,5,0,No,Yes,Yes,Medium
Male,15,Urban,Secondary,5000,2.9,Yes,9,0,2,17,2,9,Yes,Yes,Yes,Low
Female,18,Urban,Secondary,9062,2.7,No,11,0,3,19,12,14,Yes,No,Yes,Low
Female,18,Rural,None,44133,7.0,Yes,5,1,2,17,9,12,Yes,No,Yes,Medium
Female,15,Urban,Primary,17510,6.6,Yes,7,1,3,1,3,18,Yes,No,No,Low
Female,19,Urban,Secondary,37947,1.6,No,3,2,4,11,4,12,Yes,Yes,Yes,Medium
Female,15,Rural,Secondary,33945,9.3,No,5,0,3,7,20,8,Yes,No,Yes,Low
Male,16,Rural,Secondary,48231,4.4,Yes,3,0,2,3,18,20,Yes,No,Yes,Low
Male,17,Rural,Primary,9543,5.2,No,7,0,2,19,17,15,Yes,Yes,No,Low
Female,19,Urban,Primary,35913,4.1,No,7,0,3,3,6,13,Yes,No,Yes,Low
Female,16,Rural,Primary,29018,1.7,Yes,6,0,2,8,20,8,Yes,Yes,Yes,Low
Female,19,Urban,Higher,18153,7.2,Yes,7,2,3,8,0,17,Yes,Yes,No,Medium
Female,16,Urban,Secondary,18048,5.9,Yes,4,0,2,11,16,3,Yes,No,Yes,Low
Male,17,Rural,None,33412,2.6,Yes,3,0,3,13,19,11,No,Yes,Yes,Low
Female,17,Urban,None,39445,7.8,No,6,2,2,2,19,4,Yes,No,No,High
Male,18,Urban,Higher,30953,5.2,Yes,1,2,1,5,17,10,Yes,Yes,Yes,Medium
Female,16,Rural,Primary,31420,5.2,Yes,2,0,3,14,4,4,Yes,No,Yes,Low
Male,18,Urban,Higher,22522,10.3,Yes,5,0,2,18,5,18,Yes,Yes,Yes,
Male,16,Urban,None,23517,0.5,Yes,6,0,1,3,9,20,Yes,Yes,Yes,
Male,18,Urban,Higher,18112,0.5,Yes,4,0,2,0,18,6,Yes,Yes,No,Low
Male,17,Urban,Higher,22220,0.8,Yes,4,1,1,8,9,3,Yes,Yes,Yes,Medium
Female,19,Urban,Secondary,38920,6.1,Yes,9,1,3,15,5,7,No,No,Yes,Medium
Male,18,Rural,None,40596,3.9,Yes,9,0,2,8,9,5,Yes,No,No,Low
Male,16,Rural,Primary,10861,4.2,No,2,2,1,11,9,5,No,Yes,Yes,High
Male,16,Urban,Secondary,16553,2.2,Yes,6,1,2,13,20,3,Yes,Yes,Yes,Medium
Male,17,Rural,Secondary,19344,10.0,Yes,8,3,2,14,11,13,No,Yes,No,High
Male,16,Urban,Primary,29039,11.0,Yes,7,2,3,20,3,2,Yes,No,No,High
Male,15,Urban,None,5000,7.7,Yes,6,0,2,15,12,9,No,Yes,No,Low
Female,19,Rural,Secondary,16816,0.5,Yes,5,0,3,7,9,5,Yes,Yes,Yes,Medium
Female,18,Urban,Secondary,9216,3.5,No,4,0,1,9,15,17,No,Yes,No,Low
Female,19,Rural,Primary,36007,7.5,Yes,7,0,2,13,18,9,Yes,Yes,Yes,Low
Male,17,Urban,None,29554,4.9,No,8,0,3,16,5,8,Yes,Yes,Yes,Low
Male,18,Rural,Higher,23061,7.7,Yes,3,0,1,2,8,15,Yes,Yes,Yes,Low
Female,18,Urban,Secondary,14050,8.7,No,2,2,2,3,13,19,Yes,Yes,No,Medium
Female,15,Urban,Secondary,23293,10.7,No,3,0,2,15,9,3,Yes,Yes,No,Low
Male,17,Urban,Secondary,21529,3.0,Yes,6,2,1,13,7,10,No,Yes,No,Medium
Male,16,Rural,None,54519,5.2,Yes,8,0,2,13,2,11,Yes,Yes,No,Low
Male,15,Urban,Primary,44955,3.7,Yes,8,0,3,15,16,18,No,Yes,Yes,Low
Male,15,Rural,Primary,19639,0.5,Yes,5,0,2,7,18,9,No,Yes,Yes,Low
Male,19,Urban,Higher,32477,7.1,No,4,0,2,17,2,6,Yes,No,No,Low
Female,19,Urban,Secondary,44163,6.7,Yes,4,0,4,6,13,6,Yes,No,Yes,Low
Female,19,Urban,Primary,19634,3.4,Yes,3,1,3,2,5,17,Yes,No,Yes,Low
Female,15,Rural,Higher,8743,0.5,No,6,0,1,5,18,2,Yes,Yes,No,Medium
Female,16,Rural,Primary,5000,3.8,No,10,1,1,19,17,11,Yes,No,No,Medium
Female,18,Urban,Higher,49084,7.2,Yes,10,0,2,15,11,13,Yes,Yes,Yes,Low
Female,19,Rural,Higher,27134,9.0,No,4,0,2,3,14,19,Yes,Yes,No,Low
Female,16,Urban,Primary,34369,2.9,Yes,4,1,1,18,5,1,Yes,Yes,No,Medium
Male,17,Rural,Primary,21386,8.3,Yes,5,0,2,1,20,8,Yes,Yes,Yes,Low
Male,19,Rural,Secondary,10981,6.9,Yes,3,0,1,3,11,9,Yes,Yes,Yes,Low
Male,18,Urban,Secondary,13780,6.2,No,5,0,2,1,18,5,No,Yes,Yes,Medium
Female,17,Urban,Secondary,9884,1.1,Yes,6,0,2,6,6,16,Yes,Yes,Yes,Low
Female,17,Rural,Higher,42749,1.2,Yes,4,0,1,14,19,14,Yes,No,Yes,Low
Male,18,Rural,Secondary,52388,2.5,Yes,4,0,2,16,9,0,Yes,No,No,Medium
Female,19,Urban,Primary,30558,4.0,Yes,5,0,2,13,17,12,Yes,No,Yes,Low
Male,15,Urban,Primary,7233,10.4,Yes,4,0,3,10,1,9,Yes,Yes,No,Low
Female,18,Urban,Secondary,37448,3.0,No,4,2,4,16,12,11,Yes,No,Yes,Medium
Male,18,Urban,Primary,48974,7.3,Yes,5,0,4,4,14,15,Yes,No,Yes,Low
Male,18,Rural,Secondary,44575,3.6,Yes,4,2,2,13,3,1,No,No,No,High
Female,17,Rural,Primary,29563,6.4,No,2,0,3,16,6,2,No,Yes,Yes,Medium
Male,16,Urban,Primary,26482,4.8,No,4,1,1,19,2,7,Yes,No,No,Medium
Male,15,Urban,None,29442,5.5,Yes,2,1,2,20,15,19,Yes,Yes,Yes,Low
Male,19,Urban,Secondary,48378,6.1,Yes,5,0,3,1,8,14,Yes,Yes,No,Low
Female,19,Urban,Primary,41405,4.3,No,10,3,2,6,16,18,Yes,Yes,Yes,High
Female,16,Urban,Secondary,24213,6.1,No,1,0,2,3,7,17,Yes,No,Yes,Low
Male,18,Urban,Secondary,23836,8.7,Yes,4,0,1,7,17,0,Yes,Yes,No,Low
Female,15,Urban,Secondary,22774,2.7,Yes,2,0,2,0,12,18,Yes,Yes,No,
Female,19,Urban,Secondary,14030,8.6,Yes,4,3,3,9,1,1,No,No,Yes,High
Male,19,Urban,None,50277,4.2,Yes,2,2,4,0,0,4,Yes,Yes,No,Medium
Male,18,Urban,Secondary,18182,3.9,Yes,3,0,2,0,15,17,Yes,No,No,Low
Male,16,Urban,None,37354,7.1,Yes,8,0,4,3,15,15,Yes,No,Yes,Low
Male,15,Urban,Secondary,20078,4.0,Yes,5,0,1,16,10,9,Yes,Yes,Yes,Low
Female,16,Urban,Primary,22841,6.0,No,2,0,4,4,3,20,No,Yes,Yes,Low
Male,16,Urban,Secondary,28291,5.7,Yes,4,0,3,13,10,2,No,Yes,Yes,Low
Female,15,Urban,Higher,38178,0.5,Yes,3,0,1,5,5,9,Yes,No,Yes,Low
Female,15,Rural,Secondary,26111,6.3,No,7,0,2,6,10,12,Yes,No,No,Low
Male,19,Rural,Secondary,12911,0.7,Yes,10,2,1,7,0,20,Yes,Yes,No,Medium
Female,19,Rural,Secondary,30286,0.9,Yes,7,0,4,17,8,9,Yes,Yes,Yes,Low
Male,15,Urban,None,18499,6.1,No,6,1,2,3,6,10,No,Yes,Yes,Medium
Female,17,Rural,Higher,53157,6.6,Yes,1,0,3,2,20,6,Yes,No,No,Low
Female,19,Rural,Primary,26100,8.6,No,4,3,2,3,2,1,Yes,Yes,Yes,High
Female,17,Urban,Higher,19980,1.7,Yes,4,0,4,15,8,18,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,59622,2.8,Yes,8,0,2,12,1,17,Yes,No,No,Low
Male,19,Rural,Secondary,41083,6.4,No,8,1,2,10,9,10,Yes,Yes,No,Medium
Female,16,Urban,Secondary,16548,8.7,Yes,4,1,2,10,16,16,Yes,Yes,No,Low
Female,15,Urban,Secondary,18136,5.6,No,3,0,2,4,0,2,Yes,No,No,Medium
Female,18,Rural,Secondary,37112,2.4,Yes,6,0,1,19,17,19,Yes,Yes,No,Low
Female,17,Rural,None,30652,9.5,Yes,2,0,2,0,5,11,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,43352,4.2,No,2,0,1,13,5,1,No,No,Yes,Low
Male,15,Urban,Secondary,20059,4.3,Yes,4,0,2,19,8,0,No,Yes,No,Low
Male,19,Urban,Higher,40516,0.7,Yes,4,0,2,18,9,8,Yes,No,Yes,Low
Female,19,Rural,Secondary,5000,7.2,Yes,9,0,2,4,14,18,No,No,Yes,Low
Male,19,Urban,None,27683,7.6,Yes,5,0,2,19,3,7,No,No,Yes,Low
Female,18,Urban,Primary,20742,2.9,No,7,0,3,5,7,8,Yes,No,Yes,Low
Female,19,Rural,Secondary,23174,10.3,No,5,1,1,18,3,6,Yes,No,Yes,Medium
Male,15,Urban,Primary,28456,3.2,Yes,2,0,2,11,2,3,Yes,Yes,Yes,Low
Male,19,Rural,Primary,47077,6.9,Yes,7,0,3,13,3,15,Yes,Yes,Yes,Low
Female,16,Urban,Higher,12689,5.7,Yes,3,0,1,16,0,5,Yes,Yes,No,Low
Male,19,Urban,Secondary,5000,0.5,Yes,9,0,2,6,8,17,Yes,No,No,Low
Female,18,Rural,Secondary,14429,6.6,No,6,0,1,20,10,1,No,Yes,No,Medium
Male,16,Urban,Primary,45336,6.4,Yes,4,0,1,0,20,10,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,5325,0.5,Yes,5,1,3,16,18,4,Yes,No,Yes,Medium
Male,15,Urban,Primary,21420,9.6,No,3,3,2,5,20,16,Yes,Yes,Yes,High
Female,17,Rural,Secondary,42593,6.4,Yes,3,2,2,3,19,4,Yes,No,No,High
Male,16,Rural,None,29123,8.7,Yes,6,0,3,13,6,2,Yes,Yes,No,Medium
Female,17,Rural,Higher,46930,0.5,Yes,2,0,1,7,4,18,Yes,Yes,Yes,Low
Male,16,Urban,Secondary,5000,3.8,No,7,2,2,17,1,7,Yes,Yes,No,High
Female,16,Urban,Secondary,25175,8.5,Yes,9,0,4,19,18,10,No,Yes,No,Low
Female,18,Urban,Secondary,50057,0.5,Yes,4,0,2,12,2,2,Yes,Yes,Yes,Low
Male,17,Rural,Secondary,13096,3.9,No,5,0,1,7,14,2,Yes,Yes,No,Medium
Male,18,Urban,Primary,45522,6.2,No,1,1,2,15,6,0,Yes,Yes,No,Medium
Male,16,Rural,Secondary,26464,0.5,No,8,0,1,4,4,12,Yes,No,Yes,Low
Female,15,Urban,Primary,36511,1.0,Yes,2,0,2,2,9,9,Yes,Yes,Yes,Low
Female,16,Rural,Higher,48969,9.1,Yes,5,1,3,12,8,5,Yes,No,No,Medium
Female,18,Rural,Higher,36447,5.2,Yes,5,1,1,14,13,10,No,No,No,Medium
Male,17,Rural,Primary,21131,8.5,Yes,5,0,1,3,12,7,Yes,Yes,Yes,Low
Male,17,Urban,Higher,38430,5.5,Yes,12,1,2,2,0,18,Yes,Yes,No,Low
Female,18,Urban,Primary,20073,12.4,Yes,2,0,4,1,15,10,Yes,Yes,Yes,Low
Female,17,Urban,Primary,34100,6.3,Yes,2,2,2,3,19,5,Yes,No,Yes,Medium
Female,19,Urban,Higher,11222,8.8,Yes,6,0,1,5,7,11,No,No,Yes,Low
Male,15,Urban,Secondary,30436,4.3,No,7,0,2,3,16,17,Yes,Yes,No,Low
Female,15,Urban,Secondary,47839,5.6,Yes,4,1,2,16,5,2,Yes,Yes,No,Medium
Male,15,Urban,Primary,25518,6.9,Yes,4,0,2,6,1,12,No,No,No,Low
Male,17,Rural,Primary,46405,7.4,Yes,6,0,4,17,12,3,Yes,No,No,Low
Female,17,Rural,Higher,76401,4.9,Yes,5,0,2,9,7,8,Yes,Yes,No,Low
Female,16,Urban,Primary,29565,5.0,Yes,6,3,2,16,8,15,Yes,Yes,Yes,Medium
Female,16,Rural,Primary,39212,6.5,Yes,4,0,1,3,12,11,Yes,Yes,No,Low
Male,15,Urban,Secondary,37152,6.5,No,6,0,3,18,17,19,Yes,No,No,Low
Male,19,Urban,Secondary,33376,1.9,No,7,0,2,6,17,6,Yes,No,Yes,Low
Female,16,Urban,Secondary,41818,5.7,Yes,4,0,3,12,8,11,No,Yes,Yes,Low
Female,16,Rural,Primary,26278,6.0,No,3,1,4,2,1,7,Yes,Yes,No,Medium
Male,17,Urban,Primary,20061,2.1,Yes,5,1,1,7,3,20,Yes,No,Yes,Low
Male,19,Urban,Primary,7105,7.7,No,4,2,4,10,17,14,Yes,No,Yes,Medium
Male,15,Rural,Higher,24858,6.2,Yes,4,2,2,15,16,1,Yes,Yes,No,High
Female,16,Urban,Primary,43521,12.0,Yes,7,1,2,19,11,10,Yes,Yes,No,Low
Male,19,Rural,Secondary,15903,4.9,No,9,0,3,18,15,20,Yes,Yes,Yes,Low
Male,19,Rural,Secondary,33700,8.4,Yes,0,0,3,8,12,4,Yes,Yes,Yes,Low
Male,15,Rural,Higher,28153,6.6,Yes,2,0,3,9,10,5,Yes,Yes,No,Low
Male,19,Urban,Higher,20689,10.8,No,4,0,2,5,13,18,Yes,Yes,No,Low
Male,19,Urban,Primary,5000,2.1,No,4,0,4,2,9,13,No,No,No,Low
Female,19,Urban,Primary,50442,3.5,Yes,3,0,3,19,20,6,Yes,No,No,Low
Male,16,Urban,Secondary,37757,2.2,Yes,2,2,2,7,18,11,Yes,Yes,No,Medium
Female,15,Urban,Primary,69979,4.8,No,8,0,4,5,20,16,Yes,No,No,Low
Male,19,Urban,Secondary,46191,1.6,No,8,0,4,7,16,3,Yes,No,Yes,Medium
Female,19,Rural,Secondary,50108,0.5,Yes,3,0,2,13,8,19,Yes,Yes,Yes,Low
Female,16,Rural,Higher,5000,0.5,No,5,0,3,7,13,9,Yes,No,No,Medium
Female,15,Urban,None,5000,0.5,No,6,0,3,10,4,0,Yes,Yes,Yes,Medium
Female,17,Urban,Higher,30634,7.0,Yes,4,0,3,9,2,3,Yes,No,Yes,Low
Male,16,Urban,Primary,12778,3.6,No,4,0,1,9,7,12,Yes,Yes,Yes,Low
Male,15,Urban,Secondary,19780,1.3,Yes,4,1,3,10,17,5,Yes,Yes,No,Medium
Female,19,Rural,Secondary,67893,3.0,Yes,6,1,4,0,2,14,Yes,Yes,No,Low
Female,15,Rural,Secondary,47848,3.4,Yes,6,0,2,14,1,13,Yes,Yes,Yes,Low
Female,15,Rural,Secondary,15965,2.1,Yes,5,0,3,4,10,2,Yes,Yes,No,Medium
Female,15,Rural,Higher,5000,9.8,No,2,1,2,13,4,18,No,No,Yes,Medium
Female,17,Urban,Higher,14700,9.3,Yes,1,0,2,19,6,5,Yes,No,No,Low
Male,15,Rural,Higher,21642,9.8,No,5,0,1,7,13,1,Yes,Yes,No,Medium
Male,17,Urban,None,25181,5.5,No,2,0,3,16,18,8,Yes,Yes,No,Low
Female,19,Urban,Higher,10814,5.8,No,7,1,2,3,1,12,Yes,No,Yes,Medium
Female,17,Urban,Secondary,46947,3.0,Yes,7,1,2,3,8,17,Yes,Yes,Yes,Low
Male,19,Urban,Primary,19328,2.5,Yes,3,3,2,17,9,11,No,Yes,Yes,High
Female,19,Urban,Primary,39728,5.1,Yes,10,0,2,18,18,20,Yes,No,No,
Male,17,Urban,Primary,30808,7.0,No,8,0,2,2,16,3,Yes,No,No,Medium
Female,16,Rural,None,44077,8.6,Yes,6,0,3,8,6,6,No,No,No,Low
Male,18,Urban,Secondary,26431,3.4,No,2,1,3,6,17,11,No,Yes,Yes,Low
Male,15,Urban,Higher,16125,1.2,No,5,0,1,1,5,10,Yes,Yes,No,Low
Female,18,Urban,Secondary,21021,7.2,No,9,0,2,8,8,6,Yes,No,Yes,Low
Male,15,Rural,Secondary,21232,0.5,Yes,5,0,3,5,7,9,Yes,No,Yes,Low
Female,15,Urban,Higher,60968,4.9,Yes,6,1,1,5,8,8,No,No,No,Low
Female,19,Rural,Primary,31147,5.3,No,11,0,3,15,0,1,Yes,Yes,Yes,Medium
Female,15,Rural,Higher,30069,3.9,Yes,3,3,2,1,1,4,No,No,Yes,High
Male,15,Urban,Secondary,43230,0.5,No,7,0,1,15,3,9,Yes,Yes,Yes,Low
Male,17,Rural,Secondary,29998,3.9,Yes,6,0,2,2,19,13,Yes,Yes,Yes,Low
Male,18,Urban,Primary,46825,9.9,No,11,0,2,15,17,15,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,24418,6.8,No,5,0,1,11,9,1,Yes,No,No,Medium
Female,15,Rural,None,22895,8.5,Yes,8,0,1,2,0,18,No,Yes,Yes,Low
Female,19,Urban,Secondary,15295,1.3,Yes,4,1,1,10,9,8,Yes,Yes,Yes,Medium
Female,17,Urban,Primary,57750,5.8,No,6,0,2,10,8,13,Yes,No,Yes,Low
Female,17,Urban,Higher,28952,5.3,Yes,3,0,2,15,12,14,Yes,Yes,No,Low
Female,16,Urban,Primary,12389,5.3,Yes,6,1,3,4,14,18,Yes,Yes,No,Low
Male,15,Rural,Primary,32952,6.7,Yes,8,0,2,19,17,7,Yes,No,No,Low
Female,19,Urban,Secondary,20249,5.4,Yes,2,0,3,7,12,14,No,No,No,Low
Male,17,Rural,Primary,24155,1.4,Yes,4,0,3,10,4,7,Yes,Yes,Yes,Low
Female,17,Urban,Secondary,34661,6.8,No,3,0,2,10,1,3,Yes,No,No,Low
Female,19,Rural,Higher,52814,7.5,Yes,4,0,3,17,6,5,Yes,Yes,Yes,Low
Female,15,Urban,Secondary,31523,9.0,Yes,8,0,2,18,8,10,Yes,No,Yes,Low
Male,16,Urban,None,19334,9.1,No,8,0,2,9,18,11,Yes,No,No,Low
Male,17,Rural,Secondary,22426,6.4,Yes,1,2,2,3,13,8,No,Yes,Yes,Medium
Male,16,Urban,Secondary,39846,1.6,Yes,4,0,3,9,16,17,Yes,No,Yes,Low
Male,18,Urban,Higher,5000,0.5,No,7,0,2,13,19,16,Yes,Yes,No,Low
Male,15,Urban,None,14359,4.3,No,6,1,2,5,19,20,Yes,Yes,No,Low
Female,18,Rural,Secondary,33189,7.8,Yes,9,0,1,4,10,2,Yes,No,Yes,Medium
Female,18,Urban,Secondary,5000,7.6,No,7,0,2,14,4,12,Yes,Yes,No,Low
Male,18,Rural,Primary,25312,5.8,No,10,0,2,4,11,5,Yes,Yes,No,Medium
Male,15,Urban,Primary,22826,4.9,Yes,6,2,4,5,20,13,Yes,Yes,No,Medium
Male,15,Urban,Secondary,43161,10.7,Yes,12,0,2,18,8,0,Yes,Yes,No,Medium
Female,19,Rural,Higher,26245,6.7,No,8,2,1,19,16,3,Yes,No,No,High
Female,16,Rural,Higher,47800,4.7,Yes,3,1,1,16,7,17,Yes,No,No,Low
Female,16,Rural,Secondary,31183,3.1,Yes,3,0,2,13,7,10,Yes,Yes,No,Low
Female,19,Rural,Primary,56646,2.0,No,8,1,1,10,11,10,Yes,Yes,No,Medium
Female,19,Urban,Primary,9187,1.7,Yes,2,0,3,13,18,7,Yes,Yes,No,Low
Female,18,Urban,Higher,54256,2.0,Yes,4,0,3,4,9,3,Yes,Yes,Yes,Low
Male,19,Urban,Higher,23833,5.8,Yes,4,0,4,12,1,1,Yes,Yes,No,Low
Female,17,Rural,Higher,52109,4.9,Yes,5,0,3,11,7,0,Yes,Yes,Yes,Medium
Male,16,Rural,Secondary,47778,4.0,Yes,6,3,3,18,13,9,Yes,Yes,Yes,High
Female,19,Urban,Primary,5000,7.2,Yes,4,0,4,9,18,16,Yes,No,No,Low
Male,17,Urban,Higher,37187,10.4,Yes,7,0,4,12,3,6,No,No,Yes,Low
Female,17,Urban,Secondary,44964,2.5,Yes,7,1,3,14,8,6,Yes,No,No,Medium
Female,17,Rural,Primary,49928,3.0,No,6,3,3,19,12,12,Yes,No,Yes,High
Female,17,Urban,Secondary,12350,0.5,No,3,3,3,12,8,0,Yes,Yes,No,High
Female,18,Urban,None,38855,4.9,Yes,6,1,1,3,12,0,Yes,No,No,Medium
Male,17,Urban,None,32926,4.6,No,4,0,2,8,15,12,Yes,No,No,Low
Male,18,Rural,Secondary,36471,7.7,No,5,0,3,18,0,0,Yes,No,Yes,Medium
Male,18,Rural,Secondary,44984,4.7,No,4,0,2,19,7,5,Yes,Yes,No,Medium
Male,17,Rural,Higher,47350,3.2,Yes,5,0,3,6,8,9,Yes,No,Yes,Low
Female,16,Urban,Primary,20163,5.6,Yes,6,0,3,14,12,20,Yes,No,Yes,
Male,17,Urban,Primary,33981,6.7,No,3,2,2,16,16,0,Yes,Yes,Yes,High
Female,17,Rural,Primary,30617,0.5,Yes,5,2,1,13,8,4,No,No,No,High
Female,17,Rural,None,26409,8.0,Yes,3,0,2,13,6,1,Yes,Yes,Yes,Medium
Female,16,Urban,None,27843,8.9,Yes,2,1,2,8,19,2,Yes,Yes,No,Medium
Male,15,Urban,Secondary,32939,6.6,No,5,0,2,15,9,2,Yes,Yes,Yes,Medium
Female,15,Urban,Secondary,20970,2.2,Yes,8,0,3,1,20,17,No,Yes,Yes,Low
Female,18,Urban,Secondary,43245,4.0,Yes,4,2,1,13,4,7,Yes,No,No,Medium
Female,18,Rural,Higher,49039,8.5,Yes,4,0,1,3,16,8,Yes,Yes,No,Low
Female,16,Urban,Secondary,17691,2.1,No,6,1,2,2,1,1,Yes,Yes,No,High
Female,19,Urban,None,49774,6.9,Yes,0,0,3,2,8,1,Yes,No,Yes,Low
Male,15,Urban,Primary,17719,4.8,Yes,4,2,1,10,1,15,No,Yes,No,Medium
Female,18,Urban,Higher,43466,5.5,Yes,3,0,3,4,9,6,Yes,No,No,Low
Male,15,Urban,Secondary,49747,2.5,Yes,4,0,2,15,11,3,No,No,Yes,Low
Male,16,Urban,Higher,28582,6.0,Yes,4,0,1,18,1,4,No,Yes,No,Low
Male,16,Urban,Higher,17842,5.8,Yes,7,0,2,8,14,0,No,No,No,Medium
Male,19,Rural,Higher,21169,0.5,Yes,6,0,4,10,2,9,Yes,Yes,No,Low
Male,19,Urban,Higher,35427,5.0,Yes,6,0,2,11,1,12,No,No,Yes,Low
Male,16,Urban,Secondary,59469,6.8,No,4,2,3,7,6,14,Yes,No,No,Medium
Female,18,Rural,Primary,5000,3.8,Yes,5,1,3,13,8,0,Yes,No,No,High
Female,15,Rural,Higher,31503,0.5,Yes,4,0,3,16,10,17,Yes,Yes,Yes,Low
Female,17,Rural,Secondary,28678,4.7,Yes,10,0,1,19,15,13,Yes,Yes,No,Low
Male,19,Urban,None,23152,9.4,Yes,5,1,3,14,6,17,Yes,No,No,Low
Male,17,Urban,Secondary,28788,4.0,Yes,6,0,4,14,12,11,Yes,No,No,Low
Female,18,Urban,Secondary,21867,9.3,Yes,11,0,3,11,2,11,Yes,Yes,No,Low
Male,19,Urban,Higher,48647,2.6,No,2,0,3,8,10,4,Yes,Yes,Yes,Low
Male,17,Urban,Secondary,50137,1.5,Yes,2,0,2,11,2,6,No,Yes,No,Low
Female,18,Rural,Primary,31322,5.0,Yes,3,0,2,18,14,12,Yes,No,No,Low
Male,15,Urban,Higher,27882,2.5,Yes,6,0,3,11,7,8,No,Yes,Yes,Low
Female,18,Urban,Higher,22604,6.0,Yes,6,0,2,10,6,5,Yes,No,No,Low
Female,19,Urban,Secondary,31354,3.9,Yes,4,0,3,5,4,20,No,No,No,
Male,16,Urban,Primary,57717,9.4,Yes,3,0,4,7,5,6,Yes,Yes,Yes,Low
Male,15,Rural,Primary,28443,3.7,Yes,8,0,3,10,18,17,No,Yes,No,Low
Female,17,Urban,Secondary,17408,5.3,Yes,3,2,4,2,2,14,Yes,No,No,Medium
Male,19,Rural,None,24033,6.8,Yes,6,1,2,15,10,7,No,Yes,Yes,Medium
Male,16,Rural,Primary,41302,7.9,Yes,5,0,3,5,5,19,Yes,Yes,No,Low
Female,18,Urban,Secondary,19233,9.4,Yes,3,0,2,8,20,15,Yes,Yes,No,Low
Male,16,Urban,Secondary,29494,4.3,Yes,5,0,1,8,13,16,Yes,Yes,Yes,Low
